Buzzfeed_Log Loss,Buzzfeed_Brier Score Loss,Buzzfeed_Matthews Correlation Coefficient,Buzzfeed_Cohen's Kappa Score,Buzzfeed_ROC AUC Score,Buzzfeed_Accuracy Score
0.9132199083748421,0.24656709393019124,0.4330127018922193,0.39560439560439564,0.8530370728172926,0.6978021978021978
